  267    0.50051E+04    0.41061E+01    0.19189E-01    0.88467E+02
  268    0.49796E+04    0.42262E+01    0.19318E-01    0.89759E+02
  269    0.49536E+04    0.43482E+01    0.19447E-01    0.91030E+02
  270    0.49273E+04    0.44721E+01    0.19576E-01    0.92281E+02
  271    0.49006E+04    0.45980E+01    0.19704E-01    0.93510E+02
  272    0.48736E+04    0.47258E+01    0.19832E-01    0.94716E+02
  273    0.48462E+04    0.48556E+01    0.19959E-01    0.95900E+02
  274    0.48185E+04    0.49871E+01    0.20087E-01    0.97061E+02
  275    0.47905E+04    0.51206E+01    0.20213E-01    0.98197E+02
  276    0.47621E+04    0.52558E+01    0.20340E-01    0.99309E+02
  277    0.47334E+04    0.53929E+01    0.20465E-01    0.10040E+03
  278    0.47045E+04    0.55317E+01    0.20591E-01    0.10146E+03
  279    0.46753E+04    0.56723E+01    0.20716E-01    0.10249E+03
  280    0.46457E+04    0.58146E+01    0.20840E-01    0.10350E+03
  281    0.46160E+04    0.59587E+01    0.20964E-01    0.10448E+03
  282    0.45859E+04    0.61044E+01    0.21087E-01    0.10543E+03
  283    0.45556E+04    0.62519E+01    0.21210E-01    0.10636E+03
  284    0.45251E+04    0.64009E+01    0.21333E-01    0.10725E+03
  285    0.44944E+04    0.65516E+01    0.21455E-01    0.10812E+03
  286    0.44634E+04    0.67039E+01    0.21576E-01    0.10895E+03
  287    0.44323E+04    0.68578E+01    0.21697E-01    0.10976E+03
  288    0.44009E+04    0.70132E+01    0.21817E-01    0.11053E+03
  289    0.43694E+04    0.71702E+01    0.21937E-01    0.11127E+03
  290    0.43377E+04    0.73287E+01    0.22056E-01    0.11198E+03
  291    0.43058E+04    0.74887E+01    0.22175E-01    0.11265E+03
  292    0.42737E+04    0.76501E+01    0.22293E-01    0.11330E+03
  293    0.42415E+04    0.78130E+01    0.22410E-01    0.11390E+03
  294    0.42092E+04    0.79773E+01    0.22527E-01    0.11447E+03
  295    0.41768E+04    0.81431E+01    0.22643E-01    0.11501E+03
  296    0.41442E+04    0.83102E+01    0.22759E-01    0.11551E+03
  297    0.41115E+04    0.84786E+01    0.22874E-01    0.11597E+03
  298    0.40788E+04    0.86484E+01    0.22988E-01    0.11640E+03
